13520, 3, online, outlier
15.430000 , 2.82253 , 0.01340 , 0
180.199997 , 3.51275 , 0.22463 , 0
143.800003 , 3.64447 , 0.20149 , 0
134.800003 , 3.71308 , 0.19521 , 0
126.500000 , 3.71830 , 0.18177 , 0
117.400002 , 3.73301 , 0.16912 , 0
108.099998 , 3.78244 , 0.15916 , 0
99.389999 , 3.80393 , 0.14634 , 0
94.989998 , 3.79829 , 0.13861 , 0
90.419998 , 3.79034 , 0.13077 , 0
85.760002 , 3.78549 , 0.12319 , 0
81.050003 , 3.77905 , 0.11555 , 0
76.070000 , 3.77162 , 0.10790 , 0
70.629997 , 3.77878 , 0.10109 , 0
64.910004 , 3.79911 , 0.09488 , 0
